attempts_per_min,fail_ratio,unique_accounts,device_change,geo_anomaly,honeypot,typing_speed
1,0.1777965889247855,1,0.0,0,0.0,3.1328703660107795
1,0.15815846370337638,1,0.0,0,0.0,4.944986383341833
1,0.09434378057381607,1,0.0,1,0.0,2.4386027158113883
3,0.18597419691200026,1,0.0,0,0.0,2.5284639298750538
2,0.24513178945808117,1,0.0,0,0.0,2.66570790040515
1,0.01007422843348098,1,0.0,0,0.0,4.770944164227441
0,0.1852457715702938,1,0.0,0,0.0,4.20366126606672
2,0.24413646732408992,1,0.0,0,0.0,3.2206884064469303
1,0.10622505610816484,1,0.0,0,0.0,4.576781994281015
3,0.10144331460602869,1,0.0,0,0.0,3.3614471221233284
1,0.037403574816472114,1,0.0,0,0.0,4.832811721700999
3,0.29675180014620073,1,0.0,0,0.0,3.8439804426704365
2,0.11776648962346423,1,0.0,0,0.0,4.096990831196619
3,0.12138794712473187,1,0.0,0,0.0,4.153089056637353
6,0.2662941166864829,1,0.0,0,0.0,4.695173124545794
2,0.02743707696651725,1,0.0,0,0.0,4.257615806491977
1,0.19992926157247803,1,0.0,0,0.0,3.5025176098641224
3,0.09789754381677133,1,0.0,0,0.0,2.321137083938294
3,0.08348162736281403,1,0.0,0,0.0,3.8516049552638982
2,0.013857792365204735,1,0.0,1,0.0,3.095155787823244
1,0.16062321005008115,1,0.0,1,0.0,3.1601997945062292
2,0.028465927559063686,1,0.0,0,0.0,2.209000192887568
2,0.13976004891700677,1,0.0,0,0.0,4.952560639999272
1,0.10215069804328954,1,1.0,1,0.0,2.513083542434844
1,0.20116035707865737,1,0.0,0,0.0,3.075060711797002
2,0.047145966593060064,1,0.0,0,0.0,3.8747776593418717
0,0.25530114572550644,1,0.0,0,0.0,2.16255512790867
1,0.12041907985705172,1,0.0,0,0.0,2.7563086365609557
2,0.21158392871884749,1,0.0,0,0.0,3.381896482597329
2,0.16604930027534653,1,0.0,0,0.0,2.300890690659349
1,0.038115134974941824,1,0.0,0,0.0,3.842643885680414
2,0.09072419385288354,1,1.0,0,0.0,3.8687952175053155
4,0.2055629105504636,1,0.0,0,0.0,2.4562448779446133
2,0.25458916259574815,1,0.0,0,0.0,3.5331829579970564
0,0.02922859450404669,1,0.0,0,0.0,3.407084460368151
1,0.15901058968709,1,0.0,0,0.0,3.628039186736241
1,0.040955260894703124,1,0.0,0,0.0,4.5945235854703075
2,0.07273212261399818,1,0.0,0,0.0,3.1468982511668204
4,0.12695860617132507,1,0.0,0,0.0,3.9799227692249004
4,0.28334321784864075,1,0.0,0,0.0,4.375160641029142
0,0.2988655524327916,1,0.0,0,0.0,3.764491948764463
59,0.8305427067679917,47,1.0,1,1.0,0.39506049919136876
0,0.25004674239888086,1,0.0,0,0.0,2.94495223101512
3,0.10860970362421109,1,0.0,0,0.0,3.7339099015761557
58,0.9801403231331036,36,1.0,1,1.0,0.4192156354812119
2,0.0721601270938738,1,0.0,0,0.0,2.5460807846212536
2,0.29285627798351166,1,0.0,0,0.0,3.6555268682078528
65,0.9758816031782005,89,1.0,0,1.0,0.44900820648890416
49,0.9132708179836116,67,1.0,0,1.0,0.4817887424917753
4,0.16627667400362411,1,0.0,0,0.0,3.8176030163203762
2,0.11763563336257944,1,0.0,0,0.0,2.022898863651699
57,0.9749712086910345,19,1.0,0,1.0,0.123778132852642
1,0.29469130473581673,1,0.0,0,0.0,3.932054137803757
55,0.9063424144011043,84,1.0,1,1.0,0.483297519998398
2,0.20362751091369594,1,0.0,0,0.0,3.405600710312643
2,0.18167302198502558,1,0.0,0,0.0,3.240081626713572
46,0.9304521332299088,41,1.0,1,0.0,0.36837605620536007
5,0.26344442721704514,1,0.0,0,0.0,2.807791033996704
1,0.1572459084265437,1,0.0,0,0.0,4.1760327245883495
0,0.2271347375603046,1,0.0,0,0.0,3.4925802075378467
4,0.24991912081980222,1,0.0,0,0.0,2.7945438313684425
5,0.09111893639637554,1,1.0,0,0.0,3.3394074270678757
2,0.06692999227301834,1,1.0,0,0.0,2.1294299489915547
61,0.8940143675811,22,1.0,0,1.0,0.4620093731773539
1,0.08696598061716161,1,0.0,0,0.0,3.362583137004574
0,0.13607513509361102,1,0.0,0,0.0,2.136626898285245
4,0.23306739850392905,1,0.0,0,0.0,2.3724853031333253
5,0.2504526757933907,1,0.0,1,0.0,2.652876527373083
1,0.1289670256040662,1,0.0,0,0.0,2.7629414676966455
1,0.0395088100845172,1,0.0,0,0.0,4.484434265834865
0,0.1465663675323698,1,0.0,0,0.0,2.496691683983321
2,0.2641424646584641,1,0.0,0,0.0,2.3163582371880365
2,0.21233924681836372,1,0.0,0,0.0,3.723047689398719
2,0.16707002277955216,1,0.0,0,0.0,3.4575643700694876
4,0.15748324773855865,1,0.0,0,0.0,2.839475652768838
1,0.26039146823317516,1,0.0,0,0.0,3.4820907519701474
2,0.026064295989177654,1,0.0,0,0.0,2.7333096950343285
1,0.0708185599749837,1,0.0,0,0.0,4.983800038864273
1,0.15118544058103303,1,1.0,0,0.0,3.078372015658858
0,0.23787432785277984,1,0.0,0,0.0,4.772783668292497
1,0.0844912918222321,1,0.0,0,0.0,3.6605042341667646
1,0.17640247548128474,1,0.0,0,0.0,4.8290491176255035
4,0.13539428506135456,1,0.0,0,0.0,3.2716614137969837
1,0.12962902484948197,1,0.0,0,0.0,4.495546833464777
2,0.1583709225464539,1,1.0,0,0.0,2.012341823742744
2,0.24271720790523676,1,1.0,0,0.0,2.5321252010833364
58,0.826548959665332,42,1.0,0,1.0,0.3558195683583578
1,0.1310477778530427,1,0.0,0,0.0,3.1247009013128384
0,0.1411976482671059,1,0.0,0,0.0,2.6827273163813454
2,0.22903861472628104,1,0.0,0,0.0,3.4312671839163214
3,0.01577813554993872,1,0.0,0,0.0,3.9624997156924566
1,0.06973628787439264,1,0.0,0,0.0,3.1604604353873236
4,0.29278278345437975,1,0.0,0,0.0,4.338582114979209
63,0.9152763095351327,12,1.0,0,0.0,0.23230603434545083
63,0.9159524141440837,55,1.0,0,1.0,0.13455428053935853
1,0.2838423960411991,1,0.0,0,0.0,3.0686094619276303
3,0.29486737938220975,1,0.0,0,0.0,2.6003426410424244
0,0.2667830320299059,1,0.0,0,0.0,3.191337486751049
3,0.13603581756043065,1,0.0,0,0.0,4.1492389125428915
0,0.20390583252445701,1,0.0,0,0.0,3.985735709412963
4,0.274557843640966,1,1.0,0,0.0,4.727943042270512
2,0.19326639841602944,1,0.0,0,0.0,3.7723524283733623
1,0.060760456783872326,1,0.0,1,0.0,3.8641887602420972
3,0.15184282108148148,1,1.0,0,0.0,4.847298011711617
4,0.15470262771717466,1,1.0,0,0.0,4.133751289705838
1,0.14155925179746587,1,0.0,0,0.0,4.122851236582019
4,0.18857278622228138,1,1.0,0,0.0,3.0828759830895343
3,0.14751984761760084,1,0.0,0,0.0,2.6121826678730353
5,0.28413446245442137,1,0.0,0,0.0,4.767210762024617
0,0.2372837118479967,1,0.0,0,0.0,2.293638621922267
0,0.22899205729686967,1,0.0,0,0.0,3.056411477196178
0,0.2287425644727086,1,0.0,0,0.0,4.287450328361856
50,0.9806570828111439,70,1.0,0,1.0,0.25955187569686144
2,0.04711788075843067,1,0.0,0,0.0,2.7614635125091826
3,0.25410662399926837,1,0.0,0,0.0,4.5072730121752045
63,0.8121007930303925,40,1.0,1,1.0,0.42367143315408384
3,0.01575447680255456,1,0.0,0,0.0,2.70594523982831
5,0.18393595905733665,1,0.0,0,0.0,2.099701221684934
2,0.09520293615897782,1,0.0,0,0.0,4.7066918584251916
2,0.008750112411544308,1,0.0,0,0.0,4.965921974895663
3,0.15309928639797588,1,0.0,0,0.0,4.414381786902807
2,0.09709355185801706,1,1.0,0,0.0,4.299593396032741
42,0.9161934624662774,67,1.0,0,1.0,0.42326452380188984
62,0.8643285408989945,28,1.0,0,0.0,0.36669840293196376
2,0.1515845558051955,1,0.0,0,0.0,4.238964620518043
2,0.09192186985779487,1,0.0,0,0.0,3.751260008382298
3,0.18707517332895612,1,0.0,0,0.0,2.5088954831231622
1,0.206866014770046,1,1.0,1,0.0,4.541878479842904
2,0.022818090207029018,1,0.0,0,0.0,3.736648967177084
4,0.14511985641973943,1,0.0,0,0.0,2.6574206540270806
54,0.8127962675581403,86,1.0,0,0.0,0.34604164187954495
3,0.03410773806868715,1,1.0,0,0.0,4.8068042891723355
63,0.9452397251285497,30,1.0,0,1.0,0.39295925618774885
3,0.11673794068816074,1,0.0,0,0.0,2.306794790016959
1,0.2755462974000379,1,0.0,1,0.0,3.8157863884342476
1,0.29956568893054464,1,1.0,0,0.0,3.3455169882525757
2,0.15540754938246396,1,0.0,0,0.0,2.6512555157718474
2,0.17464203568184075,1,0.0,0,0.0,2.7573210383849265
5,0.09998911096027414,1,0.0,0,0.0,4.681969831578032
1,0.12808478344490615,1,0.0,0,0.0,3.437123692771235
2,0.14352392503887082,1,0.0,0,0.0,4.7902814295740965
1,0.2559533016952398,1,0.0,0,0.0,3.3216675818363566
4,0.13038973658241854,1,0.0,0,0.0,2.241741145530134
2,0.24470548524601393,1,1.0,0,0.0,2.490744227801026
2,0.011844970843351831,1,0.0,0,0.0,3.589579618121304
3,0.06699587096797695,1,0.0,0,0.0,3.1362549343332047
1,0.09106360526168016,1,0.0,1,0.0,2.949417687442929
4,0.19196180713576608,1,0.0,0,0.0,2.6721443920413677
0,0.007842721261596197,1,0.0,0,0.0,4.269981316562883
2,0.0866080501112729,1,0.0,0,0.0,3.915523193425951
2,0.22123930975301911,1,0.0,0,0.0,4.496424599092852
1,0.08773423057456249,1,0.0,0,0.0,2.1702768951414275
64,0.9672914027626469,87,1.0,1,1.0,0.4380541757582498
3,0.1847304252793947,1,0.0,0,0.0,4.1029924321357925
2,0.03665330470096044,1,0.0,0,0.0,2.6339609753631987
3,0.15526467323917942,1,0.0,0,0.0,4.138795257484064
6,0.06776629860841789,1,0.0,0,0.0,2.17151631710799
5,0.2746570083321833,1,0.0,0,0.0,4.29850717732478
66,0.9173280112561463,66,1.0,1,1.0,0.14123484672266487
2,0.21703956862551135,1,0.0,0,0.0,2.68168497029091
1,0.11071983874004794,1,1.0,0,0.0,4.719053975354645
4,0.25745127720509514,1,0.0,0,0.0,4.1567864741823
4,0.05703205402964272,1,0.0,0,0.0,3.158456975679668
6,0.2795220855337807,1,0.0,0,0.0,4.0020645830938735
0,0.017756560745169413,1,0.0,0,0.0,2.4945726757841165
0,0.155070022740696,1,0.0,0,0.0,2.24373178863342
1,0.28234234212346027,1,0.0,0,0.0,2.467771918520673
6,0.2332681863728575,1,0.0,0,0.0,2.2920850015886147
2,0.06266712198972203,1,0.0,0,0.0,2.598994370078693
0,0.06111975410252654,1,0.0,0,0.0,3.509660974018206
2,0.18217585963797156,1,0.0,1,0.0,2.329161726979859
2,0.08206058487331,1,0.0,0,0.0,3.317775202903551
2,0.053472302568264095,1,0.0,0,0.0,4.337331026633564
2,0.03559626944777344,1,0.0,0,0.0,4.839255647020578
4,0.1955517938217225,1,0.0,0,0.0,2.4515362985139646
57,0.8239817515313506,21,1.0,1,1.0,0.2233800881535058
5,0.16293319886456084,1,0.0,0,0.0,3.89179408698549
62,0.8522202022454304,55,1.0,1,1.0,0.3350806543216987
2,0.23655690133082924,1,0.0,0,0.0,3.6819322293210903
2,0.292899019925758,1,0.0,0,0.0,3.087631107071946
1,0.0446934090951737,1,0.0,0,0.0,4.0774347776159825
4,0.16374105515717785,1,0.0,0,0.0,4.116601020961645
2,0.21670038750167384,1,1.0,0,0.0,3.4952224823378097
1,0.2947142773124866,1,0.0,0,0.0,2.3390413250687017
2,0.031199133141601398,1,0.0,0,0.0,3.2684123331093344
2,0.019944422521414283,1,0.0,0,0.0,3.2708845831112057
5,0.2010210325812676,1,0.0,0,0.0,4.9739557636229
0,0.016608454578506824,1,0.0,0,0.0,3.054103468751202
3,0.037895972950424815,1,0.0,0,0.0,2.8164065042770727
3,0.2885066432901945,1,0.0,0,0.0,4.365185808402257
1,0.2935410248780185,1,0.0,0,0.0,4.646087514729102
2,0.016265331085954824,1,0.0,0,0.0,2.7441709600098685
1,0.23415948294157407,1,0.0,0,0.0,3.4908518003637945
64,0.8129757036304144,71,1.0,0,0.0,0.13970575725070364
3,0.2659765471904694,1,0.0,0,0.0,2.7719644104304777
58,0.9734774828327597,62,1.0,0,1.0,0.48959546111296404
1,0.01221089273113204,1,0.0,0,0.0,4.474011294051983
3,0.09674884983296063,1,0.0,0,0.0,2.651204716643739
63,0.9468138533098069,37,1.0,1,1.0,0.3695173074309478
59,0.8355641777565663,52,1.0,1,1.0,0.2366690713943533
75,0.879057912615012,82,1.0,1,1.0,0.24280021261356213
60,0.8463205963384554,73,1.0,1,1.0,0.20499954328917666
4,0.02178414332628916,1,0.0,0,0.0,4.648419351444177
2,0.11343485605777419,1,0.0,0,0.0,3.1467423900827267
2,0.2967786565988621,1,0.0,0,0.0,2.5025229176271124
1,0.09578155800235753,1,0.0,0,0.0,4.877431858358706
3,0.046845945211491345,1,0.0,0,0.0,3.9175466714361695
0,0.010801581595187792,1,0.0,0,0.0,4.894226861551063
2,0.20650311009627534,1,0.0,1,0.0,2.7470286488374858
3,0.014278523983598423,1,0.0,0,0.0,4.771325313078092
1,0.043429324359379524,1,0.0,0,0.0,4.5109918948120935
2,0.20098279129324248,1,0.0,0,0.0,3.9370795199720097
0,0.2782818813737909,1,0.0,0,0.0,3.3696547466547293
1,0.2468754173730402,1,1.0,0,0.0,2.9232069040738047
1,0.012339311190971158,1,0.0,0,0.0,4.204648777107235
1,0.02437109585324939,1,0.0,0,0.0,3.8910649897425174
2,0.032192294814470765,1,0.0,0,0.0,4.705474796663051
1,0.2423477688721401,1,0.0,1,0.0,4.195036566290898
1,0.2647231099930894,1,0.0,0,0.0,4.150562837058829
3,0.08635437635680866,1,0.0,0,0.0,4.534143387415469
2,0.03616645478337118,1,0.0,0,0.0,2.042743643917863
3,0.15678056094557574,1,0.0,0,0.0,2.378838340795891
72,0.9924779557925605,20,1.0,1,1.0,0.48742653180760076
2,0.17857495225927708,1,0.0,0,0.0,2.035771004361174
4,0.12588680426090124,1,0.0,0,0.0,3.7087073302407365
5,0.19474631456033323,1,0.0,0,0.0,4.867045368022433
2,0.09752788178827333,1,0.0,0,0.0,4.548803190320209
4,0.14775980971973887,1,0.0,0,0.0,4.41210870565232
0,0.23883675911197555,1,0.0,0,0.0,3.0025357238300234
3,0.2962193421329061,1,0.0,0,0.0,3.7118289035819316
3,0.07936252258794459,1,0.0,0,0.0,4.547992800269388
3,0.005367626622019261,1,0.0,0,0.0,4.711994186385475
2,0.2117175866709412,1,0.0,0,0.0,3.5630855063748075
0,0.28099009521831264,1,0.0,0,0.0,3.3912110436818717
0,0.104295461246162,1,0.0,0,0.0,4.471931104195175
5,0.16236530054127812,1,0.0,0,0.0,4.2262541500424025
4,0.1979190648622141,1,0.0,0,0.0,3.830820352393802
4,0.09258912822582034,1,1.0,0,0.0,3.459518511338652
4,0.1636736977092612,1,0.0,0,0.0,4.642813255623273
3,0.010837813572629517,1,0.0,0,0.0,3.9224693511248314
1,0.1402935044087816,1,0.0,0,0.0,3.074501245173692
0,0.24854628989922983,1,0.0,0,0.0,2.9615330622981637
1,0.11422693034700025,1,0.0,0,0.0,2.0247125210679275
60,0.9671525120618883,35,1.0,1,1.0,0.20394448363406925
5,0.19366104509954646,1,0.0,0,0.0,3.4600673969120033
5,0.10712537723442805,1,0.0,0,0.0,3.482555396487564
2,0.1058591833694314,1,0.0,0,0.0,4.127961459316023
0,0.2589818877648313,1,0.0,0,0.0,2.4831134335811544
0,0.11829671037308248,1,0.0,0,0.0,2.678803609488547
0,0.19936617954273575,1,0.0,0,0.0,3.3223112891814366
3,0.2650976253744726,1,0.0,0,0.0,2.685868715448631
0,0.04519590867625316,1,0.0,0,0.0,2.2010673507661127
1,0.017211377199490084,1,0.0,0,0.0,2.7803714800940145
0,0.06609064781548374,1,1.0,0,0.0,3.2931252207031014
2,0.17478145680273371,1,0.0,0,0.0,4.339804389074561
2,0.11129835199597732,1,1.0,0,0.0,2.9413886893636505
3,0.08524796618705714,1,0.0,0,0.0,2.284660836421755
1,0.2742305666701389,1,0.0,0,0.0,3.2645935776763095
0,0.24922644798920685,1,0.0,0,0.0,2.4938907177281626
3,0.2501039353577633,1,0.0,0,0.0,2.1731186591537743
1,0.12040594560021489,1,0.0,0,0.0,3.366268602359205
4,0.010906807843351584,1,1.0,0,0.0,4.6505429114730426
4,0.17173743294835483,1,0.0,0,0.0,2.913772465979075
3,0.28027211227060544,1,0.0,0,0.0,4.64023573114166
57,0.9527946596220269,28,1.0,1,1.0,0.3855400745328791
4,0.0865624183257202,1,0.0,0,0.0,2.7880589888247673
74,0.9327505773001756,76,1.0,0,1.0,0.12673988702155717
56,0.819353866434744,53,1.0,0,0.0,0.19952644535767253
0,0.28003635198430765,1,0.0,0,0.0,2.2523199343534253
0,0.2158540587309187,1,0.0,0,0.0,3.188684677463656
1,0.02872400762797058,1,0.0,0,0.0,4.687826404851428
1,0.16658777198784303,1,0.0,0,0.0,4.515685273615983
4,0.18067577429926593,1,0.0,0,0.0,2.4809659799312724
4,0.14732877172768935,1,0.0,0,0.0,3.4636212087524054
0,0.1191051403297242,1,0.0,0,0.0,2.3017770517627536
74,0.9073636589937102,10,1.0,1,1.0,0.48735041645926336
0,0.27263124745153006,1,0.0,0,0.0,4.626466164358746
3,0.20589771542985114,1,0.0,0,0.0,3.8974763279993616
0,0.10301579701307802,1,0.0,0,0.0,4.5723869990512025
3,0.14753299023492078,1,0.0,0,0.0,4.5312825500999105
5,0.29297279507373214,1,0.0,0,0.0,3.1485488998157054
2,0.02671391125002448,1,0.0,0,0.0,3.4407324538353325
2,0.0932202451034286,1,0.0,0,0.0,3.5675211741693387
2,0.07290654218242659,1,0.0,0,0.0,2.513824954416394
2,0.08975929651129864,1,0.0,0,0.0,3.7525418698771786
1,0.21945725264686478,1,1.0,0,0.0,3.8393045336142246
3,0.13722876627304506,1,0.0,0,0.0,2.1214081168668777
2,0.21131290963338537,1,0.0,0,0.0,4.691264239310866
1,0.16523965206522212,1,0.0,0,0.0,4.6362047832010855
3,0.29887624702527715,1,0.0,0,0.0,3.173396232315141
3,0.062180422016371924,1,0.0,0,0.0,3.3107818076327846
2,0.022175140924848413,1,0.0,0,0.0,4.599382021270818
2,0.14632845335644543,1,0.0,0,0.0,4.422690323317335
63,0.8374077236968882,62,1.0,1,1.0,0.2372826910391017
2,0.2625738099616257,1,0.0,0,0.0,2.3359900372798403
1,0.12969157112744284,1,0.0,0,0.0,2.3227480601129162
60,0.9155911137437259,79,1.0,1,1.0,0.33440829778029924
1,0.10335430180771801,1,0.0,0,0.0,2.947494759058319
2,0.007986951428207977,1,0.0,0,0.0,4.459293028637367
2,0.012861267304233337,1,0.0,0,0.0,2.292307389314171
0,0.2433644540244129,1,0.0,0,0.0,4.833458256102658
2,0.24682881857270025,1,0.0,0,0.0,2.3657057823420495
0,0.292373548661733,1,0.0,0,0.0,3.483669951138423
3,0.2327815831505184,1,0.0,0,0.0,3.335157926551683
0,0.24258763157826416,1,0.0,0,0.0,2.73167893207314
0,0.020279311877796545,1,0.0,0,0.0,2.2143341254718245
2,0.1391243504522854,1,0.0,0,0.0,3.529500855598817
4,0.02379013534290799,1,0.0,0,0.0,4.263554957221722
3,0.28196828708872695,1,0.0,0,0.0,4.261978174118245
1,0.19431420280806122,1,1.0,0,0.0,4.0878821835880625
51,0.8963262367777411,33,1.0,0,1.0,0.13173656939439576
2,0.021936066376045116,1,1.0,0,0.0,4.657433632408999
1,0.0448825432191892,1,0.0,0,0.0,2.66077191797308
2,0.03449808011010919,1,0.0,0,0.0,4.993307675930536
2,0.03384413245359242,1,0.0,0,0.0,3.7830290200145384
1,0.09231240587874162,1,0.0,0,0.0,4.705794779222398
3,0.1266720084289462,1,0.0,0,0.0,3.491620391709592
3,0.07302316653541686,1,0.0,0,0.0,4.183347616400467
4,0.20849445114686543,1,0.0,1,0.0,2.042668357560405
52,0.9917062357157997,58,1.0,1,1.0,0.3380858327622658
0,0.04701113599845632,1,0.0,0,0.0,4.556301795437262
5,0.010413625712471408,1,0.0,0,0.0,3.6118251256630765
0,0.20515395638937323,1,0.0,0,0.0,3.114291237103093
2,0.27992487279940165,1,1.0,0,0.0,4.060244099047459
4,0.054784303794493415,1,0.0,0,0.0,3.8153869944429464
1,0.2528633569600971,1,0.0,0,0.0,4.028531418169244
3,0.06682875653001086,1,0.0,0,0.0,2.0358481800896673
3,0.05804495835048946,1,0.0,0,0.0,2.1781918039876094
62,0.8531305909039167,17,1.0,0,1.0,0.14026948550051035
1,0.22670890684077677,1,0.0,0,0.0,4.715495408914576
2,0.06455442573312423,1,0.0,0,0.0,2.1291705694739202
4,0.2735395824320126,1,0.0,0,0.0,3.3041074107641384
69,0.9953096584282207,35,1.0,1,1.0,0.20658752874058095
2,0.12840990872486382,1,0.0,0,0.0,4.624136897235885
3,0.12756721886376424,1,0.0,0,0.0,4.726012967595836
3,0.2807007704933803,1,0.0,0,0.0,4.649723705837711
2,0.06895618624759359,1,1.0,0,0.0,3.5762779725751996
49,0.8757835606273553,76,1.0,0,1.0,0.19131648820115388
59,0.8494715152901733,53,1.0,0,0.0,0.4703887779203261
3,0.04545962896788679,1,0.0,0,0.0,2.7234026185338567
62,0.9630657875122319,40,1.0,1,1.0,0.32301073612537257
1,0.14042854111704942,1,1.0,0,0.0,4.974782799890308
2,0.17362522547443973,1,0.0,1,0.0,4.0177649245193905
3,0.2082230411685633,1,0.0,0,0.0,4.086156421996048
2,0.18406401437854425,1,1.0,1,0.0,4.117195417250071
1,0.2492277519727657,1,1.0,0,0.0,4.136696927111921
62,0.9643533888605558,66,1.0,0,1.0,0.42428893893751163
3,0.02053364945614532,1,0.0,0,0.0,2.111408920847264
3,0.05579250380128722,1,0.0,0,0.0,3.8387437693961215
2,0.21996365366364634,1,0.0,0,0.0,2.509645074873759
2,0.221169314626246,1,1.0,0,0.0,2.3610925052070764
55,0.9171627056145291,70,1.0,0,1.0,0.3966387589436793
3,0.21720131102694806,1,0.0,1,0.0,2.116715740675973
1,0.1101871689062637,1,0.0,0,0.0,2.914850729327935
5,0.13431164519200908,1,0.0,0,0.0,4.788006618017783
1,0.1379432309848596,1,0.0,0,0.0,3.7383559424755566
2,0.1091587852909292,1,0.0,0,0.0,4.89221278904097
2,0.2144517310728778,1,0.0,0,0.0,3.69111872253795
1,0.1460218626754453,1,0.0,0,0.0,4.3789366131134395
1,0.22404391856547068,1,0.0,0,0.0,4.4405962028086545
4,0.16653411476144994,1,0.0,0,0.0,4.928466288446642
3,0.28106304834406903,1,1.0,0,0.0,4.000658469219381
61,0.9425852118661908,43,1.0,0,1.0,0.3874912726018136
4,0.15416832014261284,1,1.0,0,0.0,2.9892671199575873
3,0.10514850994270546,1,0.0,0,0.0,3.8901226819729344
71,0.9924293738843248,56,1.0,0,1.0,0.1140592788473418
2,0.1960200696830365,1,0.0,0,0.0,2.3161065636829474
4,0.23821606553530972,1,0.0,0,0.0,4.222608106499095
3,0.09345663613341648,1,0.0,0,0.0,4.9054676023059205
3,0.29227492476468125,1,0.0,0,0.0,3.451939267971316
0,0.12056569737227027,1,0.0,0,0.0,4.460945348289874
2,0.07618067934587272,1,0.0,0,0.0,2.7769910985851674
2,0.03492008980447021,1,0.0,0,0.0,4.169598589575772
3,0.1668286138583581,1,0.0,0,0.0,3.362850801337359
1,0.058888417106635324,1,0.0,1,0.0,3.44306702061258
3,0.24710335578233453,1,0.0,0,0.0,4.017435433439496
1,0.19566748108308848,1,0.0,0,0.0,4.090095603178332
5,0.28847275211897105,1,0.0,0,0.0,2.1406497842966545
7,0.16492343508002907,1,1.0,1,0.0,2.9380249253521935
1,0.18143254663804903,1,0.0,0,0.0,4.789947349276517
4,0.2034487578948618,1,0.0,0,0.0,4.087803479074006
2,0.21993128189359074,1,0.0,0,0.0,4.071957019274262
65,0.917449081311998,72,1.0,0,1.0,0.34951240603647277
4,0.021858914861668067,1,1.0,0,0.0,4.513919747456559
3,0.18937841889893764,1,0.0,0,0.0,3.1167841957762747
3,0.11452322021599742,1,1.0,0,0.0,4.716857835061496
0,0.04678237556462822,1,0.0,0,0.0,2.660474170889479
4,0.23248973278975443,1,0.0,0,0.0,2.2950669405552615
1,0.2571319090205337,1,1.0,0,0.0,2.464420731335605
1,0.2978370376438725,1,0.0,0,0.0,3.474724334249861
6,0.05191174847343145,1,0.0,0,0.0,4.0655805648818095
2,0.29718186562778703,1,1.0,0,0.0,3.1687455135742217
2,0.05161491672910227,1,0.0,0,0.0,4.5411177465435255
3,0.2317596375361173,1,0.0,0,0.0,4.3426952741069105
3,0.13019553250751886,1,0.0,0,0.0,3.7619173384790248
1,0.0184110845166368,1,0.0,0,0.0,4.340788386236712
1,0.24905686311940642,1,0.0,0,0.0,4.412320227066833
1,0.09065338010221546,1,0.0,0,0.0,2.528008480813437
0,0.03653738295471746,1,0.0,0,0.0,2.1202606247767246
2,0.26860250111634987,1,0.0,0,0.0,4.712385992837848
3,0.12201460432104531,1,0.0,0,0.0,3.9439010296871952
2,0.09082213970427348,1,1.0,0,0.0,4.454518760564811
2,0.11872256795958291,1,0.0,0,0.0,2.594975177498435
